Running data/iris.data.new.txt Experiment with positive class = Iris-setosa
Average Error Rate: 0.0
Standard Deviation: 0.0
Learned Linear Regression Model (Thetas) 
[ 0.16078045203852354,
  0.6069520712549037,
  -0.4977720755979447,
  -1.4715600826899813,
  -0.3623653209880573,
  -0.3916084196580141,
  0.3310872766926508,
  -0.24788922315116896,
  -0.911842385609289,
  -0.5145887193857164,
  0.3890005331066484,
  0.913156551924147,
  -0.5876503096260017,
  2.2774489874043145,
  -0.13572953826579637,
  -0.8065002250047312,
  -1.3815055232015099,
  -1.210036243704763,
  -0.2542523894524982,
  1.008621415069645,
  1.0254975097215595,
  -1.1890473740386598,
  -0.7506164821496631,
  -0.9409046248639633]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
