Running data/iris.data.new.txt Experiment with positive class = Iris-versicolor
Average Error Rate: 0.07333333333333333
Standard Deviation: 0.024944382578492946
Learned Linear Regression Model (Thetas) 
[ 0.0033446645109766124,
  -0.6191797272650054,
  -0.00763161458126991,
  0.10515425952999378,
  0.1536079808807884,
  -0.7884590736796477,
  0.08440078650613331,
  -0.3472687815084364,
  -0.5360257019227966,
  -0.4879725091772567,
  -1.0642007163337748,
  -0.03621519611515406,
  -0.4147403291834423,
  -1.849030336525669,
  0.5027507253659483,
  1.767733441763169,
  -0.2625623226760164,
  -0.37993227980699895,
  -0.7844394520967182,
  -0.961969327044069,
  0.31834844505362014,
  2.0028952511176596,
  -0.11907854465299807,
  -1.676511189075089]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
0, 1
1, 1
