Running data/breast-cancer-wisconsin.data.new.txt Experiment with positive class = 1
Average Error Rate: 0.042028985507246375
Standard Deviation: 0.026086956521739132
Learned Linear Regression Model (Thetas) 
[ -0.9740709275625474,
  -0.565785193130384,
  -0.8760531947825655,
  -0.03362882057149125,
  -0.43865889032193134,
  -0.3662716488846843,
  -0.7716722398271463,
  0.721174031755054,
  -0.6314518362413849,
  0.2723765562726937,
  -1.2791734257398781,
  0.49559565326153027,
  -0.158345196287129,
  0.945036834164422,
  1.1743203204324653,
  0.6256672001080412,
  -0.36292640028375583,
  -0.10197034892218317,
  0.9389439468814088,
  0.28202838649697964,
  -0.8724289435910039,
  -0.8223065784232798,
  -0.09938275991696952,
  -0.08876670184885845,
  -0.4222549376723418,
  -0.5029892945350064,
  -0.4542231312620488,
  1.0589703565993371,
  0.8650124506513082,
  1.0692113588920906,
  -0.716943277246662,
  0.1108233037075576,
  0.3051855890020804,
  0.7056883824817075,
  0.6619333489802162,
  0.02559633555669009,
  0.5004006460299989,
  -0.06869043175985327,
  -0.13570644865304385,
  0.6023509052580811,
  -0.3732403183910661,
  -0.4200773354024077,
  0.2869807992650747,
  0.6533019860136409,
  0.039338409316823975,
  0.09992847145752348,
  -0.10990632318524982,
  -0.4077180346080002,
  0.884000996343081,
  0.3568350283748033,
  -0.6151917498563697,
  0.6291737762020195,
  0.41209564015918126,
  -0.6079840160065323,
  0.41419500734122083,
  -0.3240006819371617,
  -0.8973091980565142,
  0.984840099998235,
  0.9651331922311726,
  1.2711913636857068,
  -0.1317968780243924,
  -0.17340096264707233,
  -0.09955633212264584,
  0.6961649680557351,
  0.43836659556721075,
  -0.7613210521522082,
  0.9861671809527235,
  0.8194645907421019,
  0.8925955865517371,
  0.973202454169813,
  -0.8956102594391175,
  0.18643891032403345,
  -0.18954476419265154,
  0.07611914007894566,
  0.9064179754010787,
  0.932800551294134,
  0.09713583901148612,
  -0.6428500620303444,
  0.8838784402394727,
  0.6875742351177565,
  0.4406584989192556,
  0.01097626996332421,
  0.9684133765496097,
  0.7737379125334637,
  0.9251577257843413,
  -0.1809724612140341,
  -0.6799746939571496,
  0.8537758047543693,
  -0.9388966573498423,
  -0.678232136259466]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
0, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
0, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
