Running data/glass.data.new.txt Experiment with positive class = 2
Average Error Rate: 0.36585365853658536
Standard Deviation: 0.05116140722781226
Learned Linear Regression Model (Thetas) 
[ -0.8569395177451951,
  -0.0485935046760698,
  0.31558957312513813,
  -1.0001825692230444,
  0.8122490323216677,
  0.7368912781999924,
  -0.2485853086805636,
  0.8448866259315622,
  -0.4475697713786259,
  -0.9025399810197848,
  -1.1977814030710063,
  0.568990683355366,
  -0.7007027042084407,
  0.3877594908440239,
  -0.14737248769583852,
  -0.3503474853278959,
  0.05320087307315666,
  -0.30769077817764684,
  -1.0180737441787928,
  0.4658015102033511,
  0.799980053801654,
  0.9784978745056866,
  0.18630332670893665,
  -0.16141256470183502,
  0.9701154314020608,
  0.3296622312556641,
  -0.32627998512242223,
  -0.688940613161503,
  -1.1439966925623524,
  0.0689769662820352,
  -0.3270995092086843,
  0.2518152026543757,
  0.16388662385241065,
  0.24772537658472654,
  0.6217721466586932,
  -0.09926753393228128,
  0.654298906808713,
  0.6344329092859451,
  0.020761861504448694,
  0.06749950220344327,
  0.723047568551884,
  0.4037096793517857,
  0.13324600872427358,
  -0.3986775403124057,
  0.5014321286021303,
  -0.20365594379474808,
  0.07911253815582772,
  0.24360305887234837,
  -0.6853484238134876,
  -1.079153396258806,
  0.26113941596847673,
  0.3083702562640977,
  0.8106356337130677,
  0.8104001701527969]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 1
0, 1
1, 1
1, 1
0, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
0, 1
