Running data/glass.data.new.txt Experiment with positive class = 7
Average Error Rate: 0.04390243902439024
Standard Deviation: 0.02844366777973317
Learned Linear Regression Model (Thetas) 
[ -0.8937034740538896,
  0.17383565157634265,
  -0.1964544212045065,
  -0.03314547518432846,
  -0.013123770533076147,
  0.07096847365140305,
  0.7562323498661654,
  -1.2657853357296227,
  -0.7789480348096762,
  -0.14645660995578652,
  0.7298086267123001,
  -0.49877606692549703,
  0.31220375374104087,
  0.21161965763979781,
  -0.6602585179631864,
  -0.6326107562701984,
  -1.1957658044008272,
  -1.061049697397862,
  0.9380929809687022,
  -0.0008157978272640104,
  -1.158432893493772,
  0.5571667713862818,
  0.7068392970368176,
  0.23394641342456113,
  -0.17607159566226138,
  -0.5459765419508525,
  -0.4536527780914058,
  -0.7486214427797108,
  0.3829873642244258,
  -0.08666467807097106,
  0.043253708410727,
  -0.4429476781049567,
  -0.11934960943975954,
  0.6096047472426414,
  -0.5889060427660773,
  -0.2891723701172867,
  1.0561092343015261,
  0.6029083008589146,
  0.10391722396084517,
  -0.42885183634118895,
  0.6382698894980806,
  0.4980828407237289,
  -1.9668904645622718,
  0.13697314184107248,
  -0.0331582068277651,
  0.8626836742937886,
  -0.3536992842133195,
  0.372195706774012,
  0.7588742321135263,
  0.47020013656399234,
  0.6186009144251193,
  0.5278563093579972,
  0.115605691008606,
  -0.2292523011452833]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
0, 1
1, 1
1, 1
