Running data/glass.data.new.txt Experiment with positive class = 6
Average Error Rate: 0.024390243902439025
Standard Deviation: 0.0
Learned Linear Regression Model (Thetas) 
[ -0.9798920116634493,
  -0.691478539277694,
  0.3623058439307383,
  -0.2111459860303274,
  0.5213099813171318,
  0.9694196934809904,
  0.9921474799617327,
  -0.6229125130851918,
  -0.9948356384151081,
  -0.8560082138011266,
  -1.062707862186161,
  -0.003677603651355499,
  -0.6899826026121955,
  0.9644024179929355,
  0.1615021694883739,
  0.8891353088566547,
  -1.0917595614486213,
  -0.7809668734926375,
  -0.2748110458039864,
  0.19691049882516698,
  -0.6879969523192953,
  -0.7994324979874019,
  -0.7119038507182106,
  0.4143195323802048,
  0.5332837692727073,
  -0.06426390446725924,
  -0.2090302919734842,
  0.39486510938111735,
  0.3685819152440899,
  -0.3039107996512239,
  0.4027370783861613,
  -1.2767611518767539,
  -0.7355285099728223,
  -0.7198962255887866,
  -0.7547317652335883,
  -0.9554749520867459,
  0.33603599111382987,
  0.686026944290912,
  -0.965873201093029,
  -0.4337189291571168,
  0.22219894175257268,
  -0.3459034596101582,
  -0.37851567968379457,
  0.34853081921572243,
  0.3388118884261666,
  0.33747825717685687,
  -0.17169252991207773,
  0.7480096480247553,
  0.0657268891020823,
  -0.4430785855650744,
  0.01195669598601795,
  -0.19298544615382338,
  -0.29956539859055603,
  0.9085302024263016]

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
