Running data/house-votes-84.data.new.txt Experiment with positive class = democrat
Average Error Rate: 0.04186046511627907
Standard Deviation: 0.01740305761290205
Learned NN Model (Weights) 
array([[[ 0.04952819,  0.77925414,  1.85100938, -4.36720895, -0.54084455,
          1.33162846, -0.66569029, -0.38920186,  1.49447636, -0.77135226,
          1.74999469, -0.42590191,  0.11290736, -0.26210853,  0.90508305,
         -0.55250888,  0.97240192]]])

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
