Running data/house-votes-84.data.new.txt Experiment with positive class = republican
Average Error Rate: 0.03953488372093023
Standard Deviation: 0.011858184915332057
Learned NN Model (Weights) 
array([[[ 0.75818883, -1.47059423, -2.96420001,  7.30996493,  0.94736353,
         -1.78950198,  1.23049931,  1.2989616 , -2.61463633,  2.23406968,
         -2.721331  ,  0.30893417,  1.61994867, -0.19170873, -2.17440579,
          1.29535015, -4.02820761]]])

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
